date,product_id,initial_stock,daily_restock,warehouse_id
2023-03-25,Maybelline Superstay Matte Ink Lipstick,909,0,W3
2023-03-26,Maybelline Superstay Matte Ink Lipstick,1079,0,W3
2023-03-27,Maybelline Superstay Matte Ink Lipstick,553,50,W1
2023-03-28,Maybelline Superstay Matte Ink Lipstick,500,50,W2
2023-03-29,Maybelline Superstay Matte Ink Lipstick,613,0,W2
2023-03-30,Maybelline Superstay Matte Ink Lipstick,896,100,W2
2023-03-31,Maybelline Superstay Matte Ink Lipstick,957,0,W3
2023-04-01,Maybelline Superstay Matte Ink Lipstick,829,50,W1
2023-04-02,Maybelline Superstay Matte Ink Lipstick,541,0,W1
2023-04-03,Maybelline Superstay Matte Ink Lipstick,965,0,W1
2023-04-04,Maybelline Superstay Matte Ink Lipstick,681,100,W2
2023-04-05,Maybelline Superstay Matte Ink Lipstick,837,50,W1
2023-04-06,Maybelline Superstay Matte Ink Lipstick,958,50,W2
2023-04-07,Maybelline Superstay Matte Ink Lipstick,921,0,W3
2023-04-08,Maybelline Superstay Matte Ink Lipstick,833,0,W3
2023-04-09,Maybelline Superstay Matte Ink Lipstick,824,50,W3
2023-04-10,Maybelline Superstay Matte Ink Lipstick,734,50,W1
2023-04-11,Maybelline Superstay Matte Ink Lipstick,724,100,W1
2023-04-12,Maybelline Superstay Matte Ink Lipstick,1054,0,W1
2023-04-13,Maybelline Superstay Matte Ink Lipstick,792,50,W2
2023-04-14,Maybelline Superstay Matte Ink Lipstick,980,0,W3
2023-04-15,Maybelline Superstay Matte Ink Lipstick,929,0,W1
2023-04-16,Maybelline Superstay Matte Ink Lipstick,999,100,W2
2023-04-17,Maybelline Superstay Matte Ink Lipstick,500,100,W1
2023-04-18,Maybelline Superstay Matte Ink Lipstick,593,50,W1
2023-04-19,Maybelline Superstay Matte Ink Lipstick,706,0,W2
2023-04-20,Maybelline Superstay Matte Ink Lipstick,722,0,W3
2023-04-21,Maybelline Superstay Matte Ink Lipstick,587,50,W3
2023-04-22,Maybelline Superstay Matte Ink Lipstick,500,0,W2
2023-04-23,Maybelline Superstay Matte Ink Lipstick,690,50,W3
2023-04-24,Maybelline Superstay Matte Ink Lipstick,564,200,W1
2023-04-25,Maybelline Superstay Matte Ink Lipstick,904,100,W3
2023-04-26,Maybelline Superstay Matte Ink Lipstick,958,0,W1
2023-04-27,Maybelline Superstay Matte Ink Lipstick,750,0,W1
2023-04-28,Maybelline Superstay Matte Ink Lipstick,859,0,W2
2023-04-29,Maybelline Superstay Matte Ink Lipstick,1228,0,W2
2023-04-30,Maybelline Superstay Matte Ink Lipstick,900,0,W2
2023-05-01,Maybelline Superstay Matte Ink Lipstick,586,50,W3
2023-05-02,Maybelline Superstay Matte Ink Lipstick,903,50,W1
2023-05-03,Maybelline Superstay Matte Ink Lipstick,1228,50,W1
2023-05-04,Maybelline Superstay Matte Ink Lipstick,860,100,W1
2023-05-05,Maybelline Superstay Matte Ink Lipstick,664,0,W2
2023-05-06,Maybelline Superstay Matte Ink Lipstick,656,50,W1
2023-05-07,Maybelline Superstay Matte Ink Lipstick,962,0,W1
2023-05-08,Maybelline Superstay Matte Ink Lipstick,580,50,W2
2023-05-09,Maybelline Superstay Matte Ink Lipstick,536,0,W2
2023-05-10,Maybelline Superstay Matte Ink Lipstick,920,0,W2
2023-05-11,Maybelline Superstay Matte Ink Lipstick,570,100,W3
2023-05-12,Maybelline Superstay Matte Ink Lipstick,500,0,W3
2023-05-13,Maybelline Superstay Matte Ink Lipstick,676,100,W2
2023-05-14,Maybelline Superstay Matte Ink Lipstick,613,50,W2
2023-05-15,Maybelline Superstay Matte Ink Lipstick,716,0,W2
2023-05-16,Maybelline Superstay Matte Ink Lipstick,911,0,W1
2023-05-17,Maybelline Superstay Matte Ink Lipstick,715,0,W3
2023-05-18,Maybelline Superstay Matte Ink Lipstick,835,50,W3
2023-05-19,Maybelline Superstay Matte Ink Lipstick,954,50,W3
2023-05-20,Maybelline Superstay Matte Ink Lipstick,1079,100,W2
2023-05-21,Maybelline Superstay Matte Ink Lipstick,752,100,W3
2023-05-22,Maybelline Superstay Matte Ink Lipstick,1033,0,W1
2023-05-23,Maybelline Superstay Matte Ink Lipstick,789,0,W1
2023-05-24,Maybelline Superstay Matte Ink Lipstick,1037,0,W3
2023-05-25,Maybelline Superstay Matte Ink Lipstick,658,0,W2
2023-05-26,Maybelline Superstay Matte Ink Lipstick,660,50,W3
2023-05-27,Maybelline Superstay Matte Ink Lipstick,752,0,W3
2023-05-28,Maybelline Superstay Matte Ink Lipstick,955,0,W1
2023-05-29,Maybelline Superstay Matte Ink Lipstick,733,50,W2
2023-05-30,Maybelline Superstay Matte Ink Lipstick,659,0,W2
2023-05-31,Maybelline Superstay Matte Ink Lipstick,1158,100,W1
2023-06-01,Maybelline Superstay Matte Ink Lipstick,525,50,W2
2023-06-02,Maybelline Superstay Matte Ink Lipstick,950,0,W1
2023-06-03,Maybelline Superstay Matte Ink Lipstick,1009,100,W2
2023-06-04,Maybelline Superstay Matte Ink Lipstick,553,50,W3
2023-06-05,Maybelline Superstay Matte Ink Lipstick,878,0,W3
2023-06-06,Maybelline Superstay Matte Ink Lipstick,947,0,W2
2023-06-07,Maybelline Superstay Matte Ink Lipstick,818,50,W2
2023-06-08,Maybelline Superstay Matte Ink Lipstick,954,0,W2
2023-06-09,Maybelline Superstay Matte Ink Lipstick,895,0,W3
2023-06-10,Maybelline Superstay Matte Ink Lipstick,853,0,W1
2023-06-11,Maybelline Superstay Matte Ink Lipstick,948,0,W2
2023-06-12,Maybelline Superstay Matte Ink Lipstick,500,100,W1
2023-06-13,Maybelline Superstay Matte Ink Lipstick,822,0,W2
2023-06-14,Maybelline Superstay Matte Ink Lipstick,748,50,W1
2023-06-15,Maybelline Superstay Matte Ink Lipstick,748,0,W1
2023-06-16,Maybelline Superstay Matte Ink Lipstick,522,50,W1
2023-06-17,Maybelline Superstay Matte Ink Lipstick,1005,0,W1
2023-06-18,Maybelline Superstay Matte Ink Lipstick,765,50,W1
2023-06-19,Maybelline Superstay Matte Ink Lipstick,761,50,W3
2023-06-20,Maybelline Superstay Matte Ink Lipstick,1015,50,W2
2023-06-21,Maybelline Superstay Matte Ink Lipstick,601,100,W1
2023-06-22,Maybelline Superstay Matte Ink Lipstick,898,50,W3
2023-06-23,Maybelline Superstay Matte Ink Lipstick,976,0,W1
2023-06-24,Maybelline Superstay Matte Ink Lipstick,828,0,W1
2023-06-25,Maybelline Superstay Matte Ink Lipstick,662,200,W3
2023-06-26,Maybelline Superstay Matte Ink Lipstick,897,100,W3
2023-06-27,Maybelline Superstay Matte Ink Lipstick,805,200,W1
2023-06-28,Maybelline Superstay Matte Ink Lipstick,500,0,W2
2023-06-29,Maybelline Superstay Matte Ink Lipstick,976,0,W1
2023-06-30,Maybelline Superstay Matte Ink Lipstick,612,0,W2
2023-07-01,Maybelline Superstay Matte Ink Lipstick,989,50,W1
2023-07-02,Maybelline Superstay Matte Ink Lipstick,1310,100,W1
2023-07-03,Maybelline Superstay Matte Ink Lipstick,512,0,W1
2023-07-04,Maybelline Superstay Matte Ink Lipstick,898,50,W2
2023-07-05,Maybelline Superstay Matte Ink Lipstick,753,0,W2
2023-07-06,Maybelline Superstay Matte Ink Lipstick,532,0,W1
2023-07-07,Maybelline Superstay Matte Ink Lipstick,610,100,W3
2023-07-08,Maybelline Superstay Matte Ink Lipstick,853,100,W2
2023-07-09,Maybelline Superstay Matte Ink Lipstick,812,0,W2
2023-07-10,Maybelline Superstay Matte Ink Lipstick,894,50,W1
2023-07-11,Maybelline Superstay Matte Ink Lipstick,1021,0,W2
2023-07-12,Maybelline Superstay Matte Ink Lipstick,1104,50,W1
2023-07-13,Maybelline Superstay Matte Ink Lipstick,872,0,W2
2023-07-14,Maybelline Superstay Matte Ink Lipstick,995,0,W1
2023-07-15,Maybelline Superstay Matte Ink Lipstick,1008,0,W2
2023-07-16,Maybelline Superstay Matte Ink Lipstick,898,0,W1
2023-07-17,Maybelline Superstay Matte Ink Lipstick,1113,50,W2
2023-07-18,Maybelline Superstay Matte Ink Lipstick,733,0,W3
2023-07-19,Maybelline Superstay Matte Ink Lipstick,787,0,W3
2023-07-20,Maybelline Superstay Matte Ink Lipstick,592,0,W3
2023-07-21,Maybelline Superstay Matte Ink Lipstick,1050,50,W1
2023-07-22,Maybelline Superstay Matte Ink Lipstick,621,0,W3
2023-07-23,Maybelline Superstay Matte Ink Lipstick,737,100,W3
2023-07-24,Maybelline Superstay Matte Ink Lipstick,1244,0,W1
2023-07-25,Maybelline Superstay Matte Ink Lipstick,783,50,W1
2023-07-26,Maybelline Superstay Matte Ink Lipstick,604,0,W3
2023-07-27,Maybelline Superstay Matte Ink Lipstick,907,50,W3
2023-07-28,Maybelline Superstay Matte Ink Lipstick,867,200,W3
2023-07-29,Maybelline Superstay Matte Ink Lipstick,755,50,W3
2023-07-30,Maybelline Superstay Matte Ink Lipstick,733,50,W1
2023-07-31,Maybelline Superstay Matte Ink Lipstick,742,50,W2
2023-08-01,Maybelline Superstay Matte Ink Lipstick,832,100,W2
2023-08-02,Maybelline Superstay Matte Ink Lipstick,746,0,W2
2023-08-03,Maybelline Superstay Matte Ink Lipstick,500,0,W1
2023-08-04,Maybelline Superstay Matte Ink Lipstick,604,0,W2
2023-08-05,Maybelline Superstay Matte Ink Lipstick,872,100,W2
2023-08-06,Maybelline Superstay Matte Ink Lipstick,832,50,W2
2023-08-07,Maybelline Superstay Matte Ink Lipstick,1106,0,W2
2023-08-08,Maybelline Superstay Matte Ink Lipstick,853,0,W1
2023-08-09,Maybelline Superstay Matte Ink Lipstick,744,0,W2
2023-08-10,Maybelline Superstay Matte Ink Lipstick,696,0,W1
2023-08-11,Maybelline Superstay Matte Ink Lipstick,1074,0,W2
2023-08-12,Maybelline Superstay Matte Ink Lipstick,830,50,W3
2023-08-13,Maybelline Superstay Matte Ink Lipstick,690,200,W3
2023-08-14,Maybelline Superstay Matte Ink Lipstick,812,0,W3
2023-08-15,Maybelline Superstay Matte Ink Lipstick,1070,50,W1
2023-08-16,Maybelline Superstay Matte Ink Lipstick,914,0,W2
2023-08-17,Maybelline Superstay Matte Ink Lipstick,1111,0,W3
2023-08-18,Maybelline Superstay Matte Ink Lipstick,815,0,W3
2023-08-19,Maybelline Superstay Matte Ink Lipstick,648,50,W3
2023-08-20,Maybelline Superstay Matte Ink Lipstick,639,0,W2
2023-08-21,Maybelline Superstay Matte Ink Lipstick,1007,0,W3
2023-08-22,Maybelline Superstay Matte Ink Lipstick,1244,50,W1
2023-08-23,Maybelline Superstay Matte Ink Lipstick,508,200,W1
2023-08-24,Maybelline Superstay Matte Ink Lipstick,550,50,W2
2023-08-25,Maybelline Superstay Matte Ink Lipstick,890,0,W1
2023-08-26,Maybelline Superstay Matte Ink Lipstick,976,0,W3
2023-08-27,Maybelline Superstay Matte Ink Lipstick,600,50,W1
2023-08-28,Maybelline Superstay Matte Ink Lipstick,1078,0,W2
2023-08-29,Maybelline Superstay Matte Ink Lipstick,894,0,W2
2023-08-30,Maybelline Superstay Matte Ink Lipstick,764,0,W3
2023-08-31,Maybelline Superstay Matte Ink Lipstick,500,100,W2
2023-09-01,Maybelline Superstay Matte Ink Lipstick,521,100,W3
2023-09-02,Maybelline Superstay Matte Ink Lipstick,957,50,W2
2023-09-03,Maybelline Superstay Matte Ink Lipstick,961,0,W3
2023-09-04,Maybelline Superstay Matte Ink Lipstick,545,0,W2
2023-09-05,Maybelline Superstay Matte Ink Lipstick,743,0,W1
2023-09-06,Maybelline Superstay Matte Ink Lipstick,892,100,W1
2023-09-07,Maybelline Superstay Matte Ink Lipstick,902,100,W1
2023-09-08,Maybelline Superstay Matte Ink Lipstick,879,50,W3
2023-09-09,Maybelline Superstay Matte Ink Lipstick,500,50,W1
2023-09-10,Maybelline Superstay Matte Ink Lipstick,577,0,W1
2023-09-11,Maybelline Superstay Matte Ink Lipstick,715,0,W2
2023-09-12,Maybelline Superstay Matte Ink Lipstick,1080,0,W1
2023-09-13,Maybelline Superstay Matte Ink Lipstick,745,50,W3
2023-09-14,Maybelline Superstay Matte Ink Lipstick,768,0,W1
2023-09-15,Maybelline Superstay Matte Ink Lipstick,1092,50,W1
2023-09-16,Maybelline Superstay Matte Ink Lipstick,773,0,W3
2023-09-17,Maybelline Superstay Matte Ink Lipstick,529,0,W2
2023-09-18,Maybelline Superstay Matte Ink Lipstick,740,0,W1
2023-09-19,Maybelline Superstay Matte Ink Lipstick,599,50,W2
2023-09-20,Maybelline Superstay Matte Ink Lipstick,516,0,W1
2023-09-21,Maybelline Superstay Matte Ink Lipstick,666,0,W1
2023-09-22,Maybelline Superstay Matte Ink Lipstick,737,0,W3
2023-09-23,Maybelline Superstay Matte Ink Lipstick,610,100,W3
2023-09-24,Maybelline Superstay Matte Ink Lipstick,790,0,W3
2023-09-25,Maybelline Superstay Matte Ink Lipstick,849,0,W3
2023-09-26,Maybelline Superstay Matte Ink Lipstick,942,50,W1
2023-09-27,Maybelline Superstay Matte Ink Lipstick,854,0,W3
2023-09-28,Maybelline Superstay Matte Ink Lipstick,500,50,W1
2023-09-29,Maybelline Superstay Matte Ink Lipstick,1191,100,W2
2023-09-30,Maybelline Superstay Matte Ink Lipstick,825,50,W1
2023-10-01,Maybelline Superstay Matte Ink Lipstick,516,0,W1
2023-10-02,Maybelline Superstay Matte Ink Lipstick,706,50,W3
2023-10-03,Maybelline Superstay Matte Ink Lipstick,864,0,W1
2023-10-04,Maybelline Superstay Matte Ink Lipstick,646,0,W3
2023-10-05,Maybelline Superstay Matte Ink Lipstick,599,50,W2
2023-10-06,Maybelline Superstay Matte Ink Lipstick,667,0,W2
2023-10-07,Maybelline Superstay Matte Ink Lipstick,1067,0,W2
2023-10-08,Maybelline Superstay Matte Ink Lipstick,820,0,W3
2023-10-09,Maybelline Superstay Matte Ink Lipstick,1159,50,W3
2023-10-10,Maybelline Superstay Matte Ink Lipstick,983,0,W3
2023-10-11,Maybelline Superstay Matte Ink Lipstick,865,100,W3
2023-10-12,Maybelline Superstay Matte Ink Lipstick,963,0,W1
2023-10-13,Maybelline Superstay Matte Ink Lipstick,785,100,W1
2023-10-14,Maybelline Superstay Matte Ink Lipstick,674,200,W3
2023-10-15,Maybelline Superstay Matte Ink Lipstick,787,100,W1
2023-10-16,Maybelline Superstay Matte Ink Lipstick,890,0,W3
2023-10-17,Maybelline Superstay Matte Ink Lipstick,500,50,W1
2023-10-18,Maybelline Superstay Matte Ink Lipstick,569,100,W2
2023-10-19,Maybelline Superstay Matte Ink Lipstick,1392,0,W3
2023-10-20,Maybelline Superstay Matte Ink Lipstick,931,0,W3
2023-10-21,Maybelline Superstay Matte Ink Lipstick,500,0,W1
2023-10-22,Maybelline Superstay Matte Ink Lipstick,915,100,W2
2023-10-23,Maybelline Superstay Matte Ink Lipstick,674,50,W3
2023-10-24,Maybelline Superstay Matte Ink Lipstick,823,0,W1
2023-10-25,Maybelline Superstay Matte Ink Lipstick,872,50,W3
2023-10-26,Maybelline Superstay Matte Ink Lipstick,664,0,W2
2023-10-27,Maybelline Superstay Matte Ink Lipstick,542,0,W1
2023-10-28,Maybelline Superstay Matte Ink Lipstick,753,200,W3
2023-10-29,Maybelline Superstay Matte Ink Lipstick,765,50,W2
2023-10-30,Maybelline Superstay Matte Ink Lipstick,1041,0,W1
2023-10-31,Maybelline Superstay Matte Ink Lipstick,887,100,W1
2023-11-01,Maybelline Superstay Matte Ink Lipstick,850,50,W3
2023-11-02,Maybelline Superstay Matte Ink Lipstick,836,50,W2
2023-11-03,Maybelline Superstay Matte Ink Lipstick,1108,0,W1
2023-11-04,Maybelline Superstay Matte Ink Lipstick,628,50,W3
2023-11-05,Maybelline Superstay Matte Ink Lipstick,500,100,W2
2023-11-06,Maybelline Superstay Matte Ink Lipstick,500,0,W3
2023-11-07,Maybelline Superstay Matte Ink Lipstick,500,0,W3
2023-11-08,Maybelline Superstay Matte Ink Lipstick,592,100,W1
2023-11-09,Maybelline Superstay Matte Ink Lipstick,813,0,W2
2023-11-10,Maybelline Superstay Matte Ink Lipstick,852,100,W3
2023-11-11,Maybelline Superstay Matte Ink Lipstick,1108,100,W2
2023-11-12,Maybelline Superstay Matte Ink Lipstick,855,0,W2
2023-11-13,Maybelline Superstay Matte Ink Lipstick,960,50,W1
2023-11-14,Maybelline Superstay Matte Ink Lipstick,721,50,W2
2023-11-15,Maybelline Superstay Matte Ink Lipstick,735,50,W2
2023-11-16,Maybelline Superstay Matte Ink Lipstick,700,50,W1
2023-11-17,Maybelline Superstay Matte Ink Lipstick,1004,50,W2
2023-11-18,Maybelline Superstay Matte Ink Lipstick,1137,0,W2
2023-11-19,Maybelline Superstay Matte Ink Lipstick,822,50,W3
2023-11-20,Maybelline Superstay Matte Ink Lipstick,1021,100,W1
2023-11-21,Maybelline Superstay Matte Ink Lipstick,520,0,W2
2023-11-22,Maybelline Superstay Matte Ink Lipstick,931,100,W3
2023-11-23,Maybelline Superstay Matte Ink Lipstick,780,50,W1
2023-11-24,Maybelline Superstay Matte Ink Lipstick,500,50,W3
2023-11-25,Maybelline Superstay Matte Ink Lipstick,986,200,W1
2023-11-26,Maybelline Superstay Matte Ink Lipstick,693,0,W2
2023-11-27,Maybelline Superstay Matte Ink Lipstick,798,50,W1
2023-11-28,Maybelline Superstay Matte Ink Lipstick,673,0,W3
2023-11-29,Maybelline Superstay Matte Ink Lipstick,974,0,W2
2023-11-30,Maybelline Superstay Matte Ink Lipstick,912,100,W3
2023-12-01,Maybelline Superstay Matte Ink Lipstick,609,0,W3
2023-12-02,Maybelline Superstay Matte Ink Lipstick,748,0,W2
2023-12-03,Maybelline Superstay Matte Ink Lipstick,1015,50,W2
2023-12-04,Maybelline Superstay Matte Ink Lipstick,642,100,W1
2023-12-05,Maybelline Superstay Matte Ink Lipstick,545,0,W3
2023-12-06,Maybelline Superstay Matte Ink Lipstick,943,0,W3
2023-12-07,Maybelline Superstay Matte Ink Lipstick,840,0,W2
2023-12-08,Maybelline Superstay Matte Ink Lipstick,860,0,W1
2023-12-09,Maybelline Superstay Matte Ink Lipstick,836,100,W3
2023-12-10,Maybelline Superstay Matte Ink Lipstick,765,0,W3
2023-12-11,Maybelline Superstay Matte Ink Lipstick,1008,0,W3
2023-12-12,Maybelline Superstay Matte Ink Lipstick,615,0,W1
2023-12-13,Maybelline Superstay Matte Ink Lipstick,500,0,W1
2023-12-14,Maybelline Superstay Matte Ink Lipstick,1079,0,W2
2023-12-15,Maybelline Superstay Matte Ink Lipstick,500,50,W1
2023-12-16,Maybelline Superstay Matte Ink Lipstick,903,0,W3
2023-12-17,Maybelline Superstay Matte Ink Lipstick,710,50,W1
2023-12-18,Maybelline Superstay Matte Ink Lipstick,510,0,W1
2023-12-19,Maybelline Superstay Matte Ink Lipstick,1092,200,W3
2023-12-20,Maybelline Superstay Matte Ink Lipstick,628,0,W1
2023-12-21,Maybelline Superstay Matte Ink Lipstick,1197,0,W2
2023-12-22,Maybelline Superstay Matte Ink Lipstick,607,0,W2
2023-12-23,Maybelline Superstay Matte Ink Lipstick,671,0,W3
2023-12-24,Maybelline Superstay Matte Ink Lipstick,666,50,W1
2023-12-25,Maybelline Superstay Matte Ink Lipstick,523,200,W2
2023-12-26,Maybelline Superstay Matte Ink Lipstick,822,100,W2
2023-12-27,Maybelline Superstay Matte Ink Lipstick,817,100,W3
2023-12-28,Maybelline Superstay Matte Ink Lipstick,786,0,W2
2023-12-29,Maybelline Superstay Matte Ink Lipstick,913,0,W1
2023-12-30,Maybelline Superstay Matte Ink Lipstick,752,50,W1
2023-12-31,Maybelline Superstay Matte Ink Lipstick,880,50,W3
2023-01-01,Maybelline Superstay Matte Ink Lipstick,512,50,W1
2023-01-02,Maybelline Superstay Matte Ink Lipstick,609,50,W1
2023-01-03,Maybelline Superstay Matte Ink Lipstick,799,200,W3
2023-01-04,Maybelline Superstay Matte Ink Lipstick,649,0,W1
2023-01-05,Maybelline Superstay Matte Ink Lipstick,662,50,W3
2023-01-06,Maybelline Superstay Matte Ink Lipstick,983,200,W3
2023-01-07,Maybelline Superstay Matte Ink Lipstick,662,0,W2
2023-01-08,Maybelline Superstay Matte Ink Lipstick,688,50,W3
2023-01-09,Maybelline Superstay Matte Ink Lipstick,781,0,W1
2023-01-10,Maybelline Superstay Matte Ink Lipstick,1006,50,W2
2023-01-11,Maybelline Superstay Matte Ink Lipstick,751,0,W3
2023-01-12,Maybelline Superstay Matte Ink Lipstick,1020,50,W3
2023-01-13,Maybelline Superstay Matte Ink Lipstick,929,200,W2
2023-01-14,Maybelline Superstay Matte Ink Lipstick,721,0,W1
2023-01-15,Maybelline Superstay Matte Ink Lipstick,1057,0,W2
2023-01-16,Maybelline Superstay Matte Ink Lipstick,821,0,W2
2023-01-17,Maybelline Superstay Matte Ink Lipstick,648,0,W1
2023-01-18,Maybelline Superstay Matte Ink Lipstick,908,50,W2
2023-01-19,Maybelline Superstay Matte Ink Lipstick,750,0,W2
2023-01-20,Maybelline Superstay Matte Ink Lipstick,699,50,W2
2023-01-21,Maybelline Superstay Matte Ink Lipstick,860,50,W1
2023-01-22,Maybelline Superstay Matte Ink Lipstick,1054,0,W2
2023-01-23,Maybelline Superstay Matte Ink Lipstick,917,50,W2
2023-01-24,Maybelline Superstay Matte Ink Lipstick,636,0,W2
2023-01-25,Maybelline Superstay Matte Ink Lipstick,1054,0,W2
2023-01-26,Maybelline Superstay Matte Ink Lipstick,644,100,W1
2023-01-27,Maybelline Superstay Matte Ink Lipstick,675,50,W1
2023-01-28,Maybelline Superstay Matte Ink Lipstick,1045,200,W3
2023-01-29,Maybelline Superstay Matte Ink Lipstick,817,50,W3
2023-01-30,Maybelline Superstay Matte Ink Lipstick,991,50,W1
2023-01-31,Maybelline Superstay Matte Ink Lipstick,909,50,W2
2023-02-01,Maybelline Superstay Matte Ink Lipstick,755,0,W3
2023-02-02,Maybelline Superstay Matte Ink Lipstick,500,0,W2
2023-02-03,Maybelline Superstay Matte Ink Lipstick,878,0,W1
2023-02-04,Maybelline Superstay Matte Ink Lipstick,770,50,W3
2023-02-05,Maybelline Superstay Matte Ink Lipstick,1039,0,W2
2023-02-06,Maybelline Superstay Matte Ink Lipstick,892,0,W1
2023-02-07,Maybelline Superstay Matte Ink Lipstick,1033,0,W1
2023-02-08,Maybelline Superstay Matte Ink Lipstick,510,0,W1
2023-02-09,Maybelline Superstay Matte Ink Lipstick,861,100,W1
2023-02-10,Maybelline Superstay Matte Ink Lipstick,875,50,W2
2023-02-11,Maybelline Superstay Matte Ink Lipstick,1269,0,W1
2023-02-12,Maybelline Superstay Matte Ink Lipstick,500,50,W3
2023-02-13,Maybelline Superstay Matte Ink Lipstick,785,0,W1
2023-02-14,Maybelline Superstay Matte Ink Lipstick,564,50,W1
2023-02-15,Maybelline Superstay Matte Ink Lipstick,981,50,W1
2023-02-16,Maybelline Superstay Matte Ink Lipstick,815,100,W2
2023-02-17,Maybelline Superstay Matte Ink Lipstick,829,50,W2
2023-02-18,Maybelline Superstay Matte Ink Lipstick,998,0,W3
2023-02-19,Maybelline Superstay Matte Ink Lipstick,714,0,W1
2023-02-20,Maybelline Superstay Matte Ink Lipstick,770,50,W3
2023-02-21,Maybelline Superstay Matte Ink Lipstick,907,100,W2
2023-02-22,Maybelline Superstay Matte Ink Lipstick,1255,100,W3
2023-02-23,Maybelline Superstay Matte Ink Lipstick,500,0,W1
2023-02-24,Maybelline Superstay Matte Ink Lipstick,982,0,W3
2023-02-25,Maybelline Superstay Matte Ink Lipstick,794,0,W1
2023-02-26,Maybelline Superstay Matte Ink Lipstick,798,100,W2
2023-02-27,Maybelline Superstay Matte Ink Lipstick,987,50,W1
2023-02-28,Maybelline Superstay Matte Ink Lipstick,636,0,W1
2023-03-01,Maybelline Superstay Matte Ink Lipstick,991,100,W3
2023-03-02,Maybelline Superstay Matte Ink Lipstick,889,100,W2
2023-03-03,Maybelline Superstay Matte Ink Lipstick,873,0,W1
2023-03-04,Maybelline Superstay Matte Ink Lipstick,723,0,W3
2023-03-05,Maybelline Superstay Matte Ink Lipstick,995,0,W1
2023-03-06,Maybelline Superstay Matte Ink Lipstick,1090,0,W3
2023-03-07,Maybelline Superstay Matte Ink Lipstick,1010,0,W2
2023-03-08,Maybelline Superstay Matte Ink Lipstick,746,0,W2
2023-03-09,Maybelline Superstay Matte Ink Lipstick,536,50,W1
2023-03-10,Maybelline Superstay Matte Ink Lipstick,500,200,W1
2023-03-11,Maybelline Superstay Matte Ink Lipstick,961,0,W3
2023-03-12,Maybelline Superstay Matte Ink Lipstick,912,0,W2
2023-03-13,Maybelline Superstay Matte Ink Lipstick,856,50,W2
2023-03-14,Maybelline Superstay Matte Ink Lipstick,794,0,W2
2023-03-15,Maybelline Superstay Matte Ink Lipstick,852,50,W2
2023-03-16,Maybelline Superstay Matte Ink Lipstick,500,0,W2
2023-03-17,Maybelline Superstay Matte Ink Lipstick,668,0,W3
2023-03-18,Maybelline Superstay Matte Ink Lipstick,784,100,W1
2023-03-19,Maybelline Superstay Matte Ink Lipstick,785,50,W1
2023-03-20,Maybelline Superstay Matte Ink Lipstick,705,100,W2
2023-03-21,Maybelline Superstay Matte Ink Lipstick,674,0,W3
2023-03-22,Maybelline Superstay Matte Ink Lipstick,722,0,W2
2023-03-23,Maybelline Superstay Matte Ink Lipstick,806,0,W3
2023-03-24,Maybelline Superstay Matte Ink Lipstick,899,100,W2
2023-03-25,Maybelline Superstay Matte Ink Lipstick,874,0,W2
2023-03-26,Maybelline Superstay Matte Ink Lipstick,511,50,W3
2023-03-27,Maybelline Superstay Matte Ink Lipstick,776,50,W3
2023-03-28,Maybelline Superstay Matte Ink Lipstick,891,50,W2
2023-03-29,Maybelline Superstay Matte Ink Lipstick,751,0,W2
2023-03-30,Maybelline Superstay Matte Ink Lipstick,637,50,W2
2023-03-31,Maybelline Superstay Matte Ink Lipstick,1008,0,W1
2023-04-01,Maybelline Superstay Matte Ink Lipstick,1054,0,W1
2023-04-02,Maybelline Superstay Matte Ink Lipstick,1047,0,W2
2023-04-03,Maybelline Superstay Matte Ink Lipstick,716,100,W1
2023-04-04,Maybelline Superstay Matte Ink Lipstick,952,0,W2
2023-04-05,Maybelline Superstay Matte Ink Lipstick,751,50,W1
2023-04-06,Maybelline Superstay Matte Ink Lipstick,644,200,W3
2023-04-07,Maybelline Superstay Matte Ink Lipstick,817,0,W3
2023-04-08,Maybelline Superstay Matte Ink Lipstick,500,0,W1
2023-04-09,Maybelline Superstay Matte Ink Lipstick,939,100,W1
2023-04-10,Maybelline Superstay Matte Ink Lipstick,652,0,W2
2023-04-11,Maybelline Superstay Matte Ink Lipstick,848,50,W1
2023-04-12,Maybelline Superstay Matte Ink Lipstick,760,50,W2
2023-04-13,Maybelline Superstay Matte Ink Lipstick,851,0,W2
2023-04-14,Maybelline Superstay Matte Ink Lipstick,500,200,W2
2023-04-15,Maybelline Superstay Matte Ink Lipstick,590,50,W2
2023-04-16,Maybelline Superstay Matte Ink Lipstick,833,50,W1
2023-04-17,Maybelline Superstay Matte Ink Lipstick,946,50,W1
2023-04-18,Maybelline Superstay Matte Ink Lipstick,916,50,W2
2023-04-19,Maybelline Superstay Matte Ink Lipstick,816,50,W2
2023-04-20,Maybelline Superstay Matte Ink Lipstick,816,0,W1
2023-04-21,Maybelline Superstay Matte Ink Lipstick,1113,50,W1
2023-04-22,Maybelline Superstay Matte Ink Lipstick,600,50,W2
2023-04-23,Maybelline Superstay Matte Ink Lipstick,552,0,W1
2023-04-24,Maybelline Superstay Matte Ink Lipstick,572,50,W1
2023-04-25,Maybelline Superstay Matte Ink Lipstick,723,50,W3
