date,product_id,sales_units,price,discount,stock_level,rating,is_sale_period,holiday,weather,ad_spend,initial_stock,daily_restock,warehouse_id
2023-04-16,Lakme Absolute Skin Natural Mousse,87,2277.43,25.75,505,4.2,0,0,Sunny,18902.99,935,200,W2
2023-04-17,Huda Beauty Rose Gold Remastered Eyeshadow,44,3741.68,17.65,413,4.9,0,0,Rainy,29922.83,846,50,W1
2023-04-17,Nykaa Matte Nail Enamel,89,4485.88,27.75,564,3.6,0,0,Sunny,31000.33,951,50,W2
2023-04-17,The Ordinary Niacinamide 10% + Zinc 1% Serum,55,1909.95,4.42,0,3.8,0,0,Sunny,15091.26,955,50,W3
2023-04-17,Clinique Moisture Surge Hydrator,48,2465.56,8.35,597,4.2,0,0,Sunny,14666.5,645,0,W1
2023-04-17,L'Oreal Paris Voluminous Mascara,15,962.72,27.69,918,3.7,0,0,Sunny,18656.23,933,0,W3
2023-04-17,Maybelline Superstay Matte Ink Lipstick,60,1170.62,10.83,657,4.6,1,0,Snowy,23202.48,717,0,W3
2023-04-17,Bobbi Brown Instant Full Cover Concealer,19,2593.94,8.84,148,4.3,1,0,Snowy,20413.17,569,100,W2
2023-04-18,Clinique Moisture Surge Hydrator,37,1402.82,26.83,459,4.4,0,0,Sunny,23667.71,527,50,W2
2023-04-18,Bobbi Brown Instant Full Cover Concealer,44,4932.6,21.26,432,3.9,0,1,Sunny,30647.55,784,100,W2
2023-04-18,Maybelline Superstay Matte Ink Lipstick,59,1624.85,4.68,282,4.4,0,0,Stormy,45895.07,816,0,W1
2023-04-18,The Ordinary Niacinamide 10% + Zinc 1% Serum,75,696.38,2.51,480,4.6,0,0,Sunny,9460.12,941,0,W1
2023-04-18,L'Oreal Paris Voluminous Mascara,78,2178.29,28.35,661,4.0,0,0,Rainy,25374.57,739,0,W1
2023-04-18,Huda Beauty Rose Gold Remastered Eyeshadow,61,3975.66,6.94,393,4.5,0,0,Snowy,18773.22,575,0,W2
2023-04-18,Lakme Absolute Skin Natural Mousse,87,4611.09,6.29,505,4.1,0,0,Snowy,20617.69,758,50,W2
2023-04-18,Revlon Colorstay Liquid Eyeliner,52,2799.11,16.6,839,4.3,0,0,Sunny,9807.98,902,0,W1
2023-04-19,Revlon Colorstay Liquid Eyeliner,34,4510.51,22.52,694,4.3,0,0,Rainy,27230.7,728,0,W2
2023-04-19,Lakme Absolute Skin Natural Mousse,4,825.99,8.38,566,4.0,0,0,Sunny,21057.72,827,0,W2
2023-04-19,Nykaa Matte Nail Enamel,63,3802.2,18.49,613,4.1,0,1,Sunny,22999.33,752,0,W2
2023-04-19,Maybelline Superstay Matte Ink Lipstick,31,3109.35,21.39,846,4.2,0,0,Sunny,18799.86,877,100,W1
2023-04-19,Huda Beauty Rose Gold Remastered Eyeshadow,61,2392.26,24.23,366,4.2,0,0,Sunny,19418.37,621,50,W1
2023-04-19,L'Oreal Paris Voluminous Mascara,66,1263.14,26.06,598,3.6,0,0,Rainy,31239.67,722,0,W2
2023-04-19,MAC Studio Fix Powder Plus Foundation,53,1798.5,18.44,833,3.8,0,0,Stormy,45074.21,886,0,W2
2023-04-20,MAC Studio Fix Powder Plus Foundation,51,686.42,10.44,792,4.9,0,0,Stormy,37049.48,865,0,W3
2023-04-20,The Ordinary Niacinamide 10% + Zinc 1% Serum,53,3390.51,4.06,584,4.1,0,0,Stormy,17809.81,874,0,W3
2023-04-20,Lakme Absolute Skin Natural Mousse,58,1408.73,19.37,546,3.8,0,0,Sunny,18133.4,833,0,W2
2023-04-20,Revlon Colorstay Liquid Eyeliner,31,3318.53,5.34,548,3.9,0,0,Sunny,49760.14,579,0,W1
2023-04-20,Huda Beauty Rose Gold Remastered Eyeshadow,52,1540.95,29.78,698,4.5,0,0,Sunny,42049.44,750,0,W2
2023-04-20,Nykaa Matte Nail Enamel,59,2108.86,2.68,240,4.6,0,0,Sunny,35066.64,589,0,W3
2023-04-20,Clinique Moisture Surge Hydrator,51,4454.27,27.22,213,3.8,0,0,Sunny,35974.56,572,100,W1
2023-04-20,Bobbi Brown Instant Full Cover Concealer,46,4675.3,24.67,370,3.7,0,0,Sunny,7804.24,748,100,W1
2023-04-21,Huda Beauty Rose Gold Remastered Eyeshadow,29,4730.11,20.43,393,4.5,0,0,Rainy,21353.52,757,0,W2
2023-04-21,Bobbi Brown Instant Full Cover Concealer,7,3895.3,4.16,590,5.0,1,0,Sunny,23893.36,836,0,W1
2023-04-21,Clinique Moisture Surge Hydrator,67,1500.44,0.06,555,4.9,0,0,Sunny,35174.86,888,0,W3
2023-04-21,Lakme Absolute Skin Natural Mousse,39,3680.03,23.6,727,3.9,0,0,Snowy,5363.69,766,0,W3
2023-04-21,L'Oreal Paris Voluminous Mascara,45,1929.64,12.82,503,4.2,0,1,Snowy,23647.16,612,0,W3
2023-04-21,Maybelline Superstay Matte Ink Lipstick,61,606.58,0.88,671,4.9,0,0,Sunny,32426.14,732,50,W1
2023-04-21,Nykaa Matte Nail Enamel,67,2499.16,13.37,661,3.6,1,0,Sunny,17888.75,859,50,W1
2023-04-21,MAC Studio Fix Powder Plus Foundation,76,2514.96,14.67,474,3.9,0,0,Rainy,31022.89,649,200,W1
2023-04-22,Nykaa Matte Nail Enamel,43,2198.29,20.2,161,4.8,0,0,Rainy,42315.41,739,0,W3
2023-04-22,Lakme Absolute Skin Natural Mousse,41,3420.85,24.01,671,3.6,1,0,Stormy,47925.84,712,200,W2
2023-04-22,Revlon Colorstay Liquid Eyeliner,83,1605.07,21.5,0,4.8,0,0,Snowy,14810.22,776,50,W3
2023-04-22,Bobbi Brown Instant Full Cover Concealer,88,4167.22,28.79,615,3.7,0,0,Rainy,14941.06,703,0,W1
2023-04-22,L'Oreal Paris Voluminous Mascara,32,722.14,8.16,381,4.7,0,0,Sunny,28908.41,892,0,W3
2023-04-23,MAC Studio Fix Powder Plus Foundation,80,2735.59,0.51,175,4.7,0,0,Snowy,40612.88,660,50,W1
2023-04-23,Lakme Absolute Skin Natural Mousse,51,3823.98,13.5,846,5.0,0,0,Sunny,30598.74,897,100,W2
2023-04-23,Huda Beauty Rose Gold Remastered Eyeshadow,70,2232.77,10.95,600,3.6,0,0,Rainy,40608.41,670,100,W3
2023-04-23,Revlon Colorstay Liquid Eyeliner,53,2941.03,6.14,686,4.9,1,0,Rainy,8357.51,739,0,W2
2023-04-23,The Ordinary Niacinamide 10% + Zinc 1% Serum,83,659.73,8.7,406,4.9,0,0,Sunny,20804.22,822,50,W1
2023-04-24,MAC Studio Fix Powder Plus Foundation,52,3403.55,12.7,376,4.7,0,0,Stormy,10489.45,767,50,W3
2023-04-24,Lakme Absolute Skin Natural Mousse,65,3710.02,30.0,512,3.6,0,0,Sunny,45338.72,775,0,W3
2023-04-24,Clinique Moisture Surge Hydrator,43,3163.66,27.13,423,4.6,0,0,Snowy,29805.61,546,0,W1
2023-04-24,Huda Beauty Rose Gold Remastered Eyeshadow,32,2411.55,17.78,757,4.2,0,0,Stormy,23890.0,789,0,W3
2023-04-24,Revlon Colorstay Liquid Eyeliner,29,4769.76,8.98,228,4.3,0,0,Sunny,39674.38,825,0,W1
2023-04-24,L'Oreal Paris Voluminous Mascara,38,2453.1,25.06,822,3.9,0,0,Sunny,18252.02,860,0,W1
2023-04-24,The Ordinary Niacinamide 10% + Zinc 1% Serum,84,3599.34,15.02,716,4.2,1,1,Sunny,42574.76,933,0,W3
2023-04-24,Maybelline Superstay Matte Ink Lipstick,45,3877.2,28.3,230,5.0,0,0,Rainy,37439.31,569,50,W2
2023-04-25,The Ordinary Niacinamide 10% + Zinc 1% Serum,65,1298.66,2.04,281,3.7,0,0,Sunny,6722.83,598,100,W1
2023-04-25,Nykaa Matte Nail Enamel,39,2124.93,14.84,231,4.2,0,0,Rainy,44117.66,834,0,W3
2023-04-25,Bobbi Brown Instant Full Cover Concealer,12,2071.12,13.94,656,4.0,0,0,Rainy,36732.46,668,200,W1
2023-04-25,Clinique Moisture Surge Hydrator,36,1587.54,4.16,297,5.0,0,0,Snowy,16476.34,694,50,W3
2023-04-25,MAC Studio Fix Powder Plus Foundation,55,4804.41,11.07,310,3.9,0,0,Sunny,40803.7,786,200,W3
2023-04-25,L'Oreal Paris Voluminous Mascara,52,1259.21,13.21,613,4.9,0,0,Stormy,13794.83,784,50,W1
2023-04-26,Bobbi Brown Instant Full Cover Concealer,50,1887.11,5.51,482,4.9,1,0,Sunny,24031.32,721,100,W1
2023-04-26,L'Oreal Paris Voluminous Mascara,17,947.75,26.4,303,4.2,0,0,Rainy,41529.88,596,50,W2
2023-04-26,The Ordinary Niacinamide 10% + Zinc 1% Serum,62,825.32,21.91,502,3.9,0,0,Sunny,47772.35,864,100,W1
2023-04-26,Maybelline Superstay Matte Ink Lipstick,18,3621.0,5.6,595,4.6,0,1,Sunny,46084.12,669,0,W3
2023-04-26,Huda Beauty Rose Gold Remastered Eyeshadow,57,2918.39,20.76,527,3.6,0,0,Snowy,24856.65,639,0,W3
2023-04-26,Nykaa Matte Nail Enamel,46,3107.75,16.06,169,4.2,0,0,Rainy,10951.8,980,0,W2
2023-04-27,Lakme Absolute Skin Natural Mousse,58,3138.29,10.32,58,4.4,0,1,Stormy,36353.56,605,50,W1
2023-04-27,The Ordinary Niacinamide 10% + Zinc 1% Serum,18,3888.0,26.19,550,4.1,0,0,Sunny,10966.77,832,0,W2
2023-04-27,Clinique Moisture Surge Hydrator,54,2192.74,8.76,842,4.4,0,0,Stormy,26949.51,896,0,W1
2023-04-27,L'Oreal Paris Voluminous Mascara,75,1564.31,26.32,473,4.0,0,0,Snowy,28813.48,548,200,W3
2023-04-27,Nykaa Matte Nail Enamel,78,4473.44,12.46,458,4.8,0,0,Sunny,43661.47,580,0,W3
2023-04-28,Revlon Colorstay Liquid Eyeliner,41,2093.96,2.62,606,3.7,1,0,Snowy,40096.89,978,200,W1
2023-04-28,Bobbi Brown Instant Full Cover Concealer,36,3384.17,4.13,429,4.5,0,0,Sunny,20412.74,683,100,W3
2023-04-28,Huda Beauty Rose Gold Remastered Eyeshadow,38,4950.98,24.75,423,3.5,0,0,Sunny,42320.6,609,200,W1
2023-04-28,Nykaa Matte Nail Enamel,42,672.94,21.53,179,4.6,0,0,Snowy,14250.99,636,0,W2
2023-04-28,Maybelline Superstay Matte Ink Lipstick,55,2328.97,17.44,554,4.1,1,0,Snowy,28358.89,678,0,W1
2023-04-29,L'Oreal Paris Voluminous Mascara,43,700.84,4.69,602,4.1,0,1,Stormy,33510.83,645,0,W2
2023-04-29,MAC Studio Fix Powder Plus Foundation,0,507.25,9.56,365,4.2,0,0,Sunny,42286.01,760,100,W2
2023-04-29,The Ordinary Niacinamide 10% + Zinc 1% Serum,24,4905.88,7.35,500,4.5,0,0,Sunny,11756.98,818,0,W1
2023-04-29,Clinique Moisture Surge Hydrator,57,3002.63,10.41,542,3.7,0,0,Snowy,5204.38,693,0,W1
2023-04-29,Revlon Colorstay Liquid Eyeliner,96,606.9,16.84,198,4.7,1,0,Sunny,32816.22,688,50,W3
2023-04-29,Bobbi Brown Instant Full Cover Concealer,64,3267.36,9.94,673,4.2,0,0,Snowy,32358.26,737,0,W3
2023-04-29,Lakme Absolute Skin Natural Mousse,62,4139.99,6.5,436,4.0,0,0,Rainy,40421.05,698,50,W3
2023-04-30,L'Oreal Paris Voluminous Mascara,60,4790.35,19.22,52,3.7,0,0,Snowy,34137.07,744,0,W2
2023-04-30,Huda Beauty Rose Gold Remastered Eyeshadow,51,2817.07,3.08,543,4.8,0,0,Sunny,5818.92,612,0,W3
2023-04-30,Bobbi Brown Instant Full Cover Concealer,33,3472.13,25.31,551,4.5,0,0,Sunny,9510.09,820,100,W3
2023-04-30,Maybelline Superstay Matte Ink Lipstick,8,535.23,21.9,634,4.2,0,0,Sunny,12847.75,741,0,W1
2023-04-30,Nykaa Matte Nail Enamel,62,2066.26,9.95,419,4.1,0,0,Sunny,43081.82,543,0,W2
2023-05-01,Lakme Absolute Skin Natural Mousse,74,3646.37,17.79,539,4.4,1,0,Rainy,38240.3,923,0,W2
2023-05-01,Nykaa Matte Nail Enamel,99,735.47,15.06,1000,4.5,0,1,Sunny,18419.84,1099,0,W2
2023-05-01,L'Oreal Paris Voluminous Mascara,34,3549.22,0.36,551,4.6,0,0,Snowy,43792.14,945,0,W2
2023-05-01,The Ordinary Niacinamide 10% + Zinc 1% Serum,26,3439.54,10.69,666,4.2,0,0,Sunny,25618.81,692,0,W1
2023-05-01,Maybelline Superstay Matte Ink Lipstick,69,1752.14,26.97,495,4.4,0,0,Sunny,5334.15,829,0,W2
2023-05-01,MAC Studio Fix Powder Plus Foundation,69,4398.35,15.32,670,5.0,0,0,Stormy,40124.47,986,0,W3
2023-05-01,Clinique Moisture Surge Hydrator,39,1516.87,12.16,594,4.4,0,0,Rainy,44820.59,633,0,W3
2023-05-01,Huda Beauty Rose Gold Remastered Eyeshadow,51,3364.04,26.62,496,4.0,0,0,Rainy,40191.88,827,0,W3
2023-05-01,Revlon Colorstay Liquid Eyeliner,52,1885.09,14.14,352,4.7,1,0,Sunny,49382.46,836,50,W3
2023-05-02,Maybelline Superstay Matte Ink Lipstick,44,2516.23,28.86,773,3.7,0,0,Sunny,14274.94,817,0,W3
2023-05-02,Revlon Colorstay Liquid Eyeliner,43,1206.63,16.88,760,4.2,0,0,Sunny,32497.07,803,50,W2
2023-05-02,The Ordinary Niacinamide 10% + Zinc 1% Serum,45,1493.26,2.68,473,4.1,0,0,Snowy,15954.49,853,50,W3
2023-05-02,Lakme Absolute Skin Natural Mousse,42,543.82,25.63,764,4.3,0,0,Stormy,24617.42,930,0,W1
2023-05-02,MAC Studio Fix Powder Plus Foundation,23,4096.53,7.05,506,3.9,0,0,Sunny,16033.86,992,0,W1
2023-05-02,Huda Beauty Rose Gold Remastered Eyeshadow,59,2737.75,24.52,719,3.5,0,0,Sunny,38000.57,807,0,W3
2023-05-02,Clinique Moisture Surge Hydrator,48,3062.03,2.5,506,3.9,0,0,Sunny,40982.88,575,0,W1
2023-05-02,Nykaa Matte Nail Enamel,58,1044.72,13.73,526,4.1,0,0,Stormy,16344.48,660,50,W1
2023-05-03,MAC Studio Fix Powder Plus Foundation,57,4600.7,12.37,613,4.8,0,0,Rainy,8677.38,874,50,W1
2023-05-03,Nykaa Matte Nail Enamel,33,3331.33,18.46,535,4.4,0,0,Sunny,45963.58,883,0,W3
2023-05-03,Lakme Absolute Skin Natural Mousse,53,2588.33,13.79,540,3.6,1,0,Stormy,32730.21,663,0,W1
2023-05-03,Bobbi Brown Instant Full Cover Concealer,75,4888.14,6.85,447,4.0,0,0,Snowy,37910.09,676,50,W2
2023-05-03,L'Oreal Paris Voluminous Mascara,48,1988.19,21.78,747,4.1,0,0,Stormy,35726.26,795,200,W2
2023-05-03,Clinique Moisture Surge Hydrator,66,729.31,24.46,143,4.1,0,0,Sunny,27294.97,533,0,W1
2023-05-03,Maybelline Superstay Matte Ink Lipstick,51,3997.07,8.49,672,3.7,0,0,Rainy,49106.93,723,100,W3
2023-05-03,Huda Beauty Rose Gold Remastered Eyeshadow,44,4596.01,0.71,1032,4.7,0,0,Snowy,28470.42,1076,0,W1
2023-05-04,Nykaa Matte Nail Enamel,58,4145.88,29.78,454,4.0,0,0,Sunny,46537.07,545,0,W2
2023-05-04,MAC Studio Fix Powder Plus Foundation,28,3841.31,7.3,73,4.1,1,1,Sunny,49421.29,586,100,W1
2023-05-04,Huda Beauty Rose Gold Remastered Eyeshadow,41,4799.57,23.02,486,5.0,0,0,Sunny,13278.37,964,50,W2
2023-05-04,Clinique Moisture Surge Hydrator,57,2024.99,22.6,573,4.0,1,0,Sunny,27871.5,739,0,W2
2023-05-04,Revlon Colorstay Liquid Eyeliner,51,4522.42,16.72,624,4.3,0,0,Rainy,49513.53,933,0,W1
2023-05-04,Bobbi Brown Instant Full Cover Concealer,39,3685.79,5.47,435,4.9,0,0,Snowy,7778.67,820,0,W1
2023-05-05,Clinique Moisture Surge Hydrator,51,3617.4,14.14,430,4.8,0,0,Stormy,39556.85,980,0,W2
2023-05-05,MAC Studio Fix Powder Plus Foundation,20,2432.66,26.5,690,3.6,0,0,Sunny,11576.69,710,200,W3
2023-05-05,Lakme Absolute Skin Natural Mousse,34,3238.56,27.3,399,4.8,0,0,Rainy,20944.88,686,0,W1
2023-05-05,L'Oreal Paris Voluminous Mascara,50,2824.57,12.66,706,4.1,0,0,Sunny,18867.48,784,50,W2
2023-05-05,Nykaa Matte Nail Enamel,64,4679.23,28.39,685,4.1,0,0,Snowy,9464.43,862,50,W1
2023-05-05,Maybelline Superstay Matte Ink Lipstick,70,4955.1,12.93,291,4.0,1,0,Snowy,12695.3,633,200,W2
2023-05-06,Revlon Colorstay Liquid Eyeliner,33,3974.51,19.66,673,4.6,0,0,Rainy,16939.85,706,0,W2
2023-05-06,Nykaa Matte Nail Enamel,56,2788.16,3.85,372,4.0,1,0,Sunny,25177.33,667,50,W3
2023-05-06,L'Oreal Paris Voluminous Mascara,45,3646.59,26.16,702,3.8,0,0,Sunny,32994.04,770,0,W3
2023-05-06,Bobbi Brown Instant Full Cover Concealer,26,1393.82,21.28,506,3.8,0,0,Rainy,34509.98,583,50,W3
2023-05-06,Huda Beauty Rose Gold Remastered Eyeshadow,32,637.08,3.78,484,4.2,0,0,Rainy,20110.6,966,50,W2
2023-05-06,Maybelline Superstay Matte Ink Lipstick,57,3467.34,2.33,399,4.3,0,0,Sunny,38992.44,640,100,W1
2023-05-06,Clinique Moisture Surge Hydrator,55,4822.8,2.35,522,4.4,0,0,Snowy,48883.08,838,50,W1
2023-05-06,Lakme Absolute Skin Natural Mousse,48,4601.01,9.65,556,4.1,0,0,Rainy,13660.15,634,0,W2
2023-05-06,The Ordinary Niacinamide 10% + Zinc 1% Serum,53,3571.37,11.57,1190,3.6,0,0,Sunny,21664.13,1243,0,W1
2023-05-07,L'Oreal Paris Voluminous Mascara,31,1392.95,24.14,492,3.9,1,1,Sunny,45167.2,729,0,W1
2023-05-07,The Ordinary Niacinamide 10% + Zinc 1% Serum,43,4325.17,28.32,917,4.3,0,0,Sunny,11068.82,960,0,W1
2023-05-07,Nykaa Matte Nail Enamel,70,4918.43,6.7,451,4.8,0,0,Sunny,24167.55,870,0,W3
2023-05-07,Revlon Colorstay Liquid Eyeliner,73,1412.36,2.95,502,3.8,0,0,Rainy,8824.69,885,50,W1
2023-05-07,Maybelline Superstay Matte Ink Lipstick,54,1502.5,7.75,823,4.2,1,0,Sunny,42953.82,877,100,W2
2023-05-07,Clinique Moisture Surge Hydrator,36,2788.8,8.63,447,4.6,0,0,Sunny,29322.67,999,200,W2
2023-05-07,MAC Studio Fix Powder Plus Foundation,42,4884.43,21.23,458,4.1,0,1,Rainy,23238.7,881,0,W1
2023-05-07,Bobbi Brown Instant Full Cover Concealer,29,2940.86,29.47,877,4.6,0,0,Rainy,10033.8,906,200,W2
2023-05-08,L'Oreal Paris Voluminous Mascara,39,3332.44,28.86,485,4.2,0,0,Snowy,22844.48,693,0,W3
2023-05-08,Maybelline Superstay Matte Ink Lipstick,42,1347.16,8.31,382,4.0,1,0,Sunny,46841.27,906,100,W3
2023-05-08,Huda Beauty Rose Gold Remastered Eyeshadow,74,1448.72,25.84,476,4.2,0,0,Sunny,20626.26,615,0,W2
2023-05-08,Nykaa Matte Nail Enamel,76,1845.03,20.38,346,3.7,0,0,Stormy,13553.6,864,0,W2
2023-05-08,Clinique Moisture Surge Hydrator,65,1091.77,8.27,765,4.7,0,0,Sunny,46404.55,830,100,W3
2023-05-08,Lakme Absolute Skin Natural Mousse,21,1615.9,24.4,393,4.6,0,0,Snowy,47102.44,796,0,W3
2023-05-08,MAC Studio Fix Powder Plus Foundation,38,2029.71,9.5,283,3.7,1,0,Snowy,5156.84,581,50,W3
2023-05-08,Revlon Colorstay Liquid Eyeliner,78,1173.61,22.12,654,3.8,1,0,Sunny,41559.42,886,0,W2
2023-05-09,Revlon Colorstay Liquid Eyeliner,61,3941.11,29.58,426,4.6,0,0,Sunny,48071.5,622,0,W3
2023-05-09,Huda Beauty Rose Gold Remastered Eyeshadow,59,2247.18,26.39,618,4.2,0,0,Sunny,35335.63,677,100,W1
2023-05-09,L'Oreal Paris Voluminous Mascara,28,2501.96,29.01,593,3.6,0,0,Snowy,28684.61,957,50,W3
2023-05-09,MAC Studio Fix Powder Plus Foundation,27,3469.34,17.22,799,3.6,0,0,Stormy,21335.07,826,50,W2
2023-05-09,Bobbi Brown Instant Full Cover Concealer,52,2915.32,17.76,569,4.4,1,0,Rainy,27924.67,973,50,W1
2023-05-09,Maybelline Superstay Matte Ink Lipstick,57,1775.12,24.58,870,4.6,0,0,Sunny,49867.44,927,200,W3
2023-05-10,The Ordinary Niacinamide 10% + Zinc 1% Serum,71,1059.41,3.02,523,4.0,0,0,Rainy,46047.51,726,0,W3
2023-05-10,Clinique Moisture Surge Hydrator,4,1588.87,9.77,339,4.9,0,0,Sunny,41148.93,870,50,W2
2023-05-10,Lakme Absolute Skin Natural Mousse,44,913.31,14.94,422,4.8,0,0,Stormy,10485.49,588,100,W1
2023-05-10,Nykaa Matte Nail Enamel,75,3816.55,19.79,592,4.4,1,0,Rainy,23044.49,667,0,W3
2023-05-10,Huda Beauty Rose Gold Remastered Eyeshadow,33,2452.09,22.05,391,4.3,1,0,Stormy,7906.66,625,200,W1
2023-05-10,Maybelline Superstay Matte Ink Lipstick,33,2557.08,12.96,122,3.9,0,0,Rainy,18681.38,615,0,W1
2023-05-10,Revlon Colorstay Liquid Eyeliner,82,646.64,14.74,924,3.6,0,0,Sunny,39610.38,1006,0,W3
2023-05-10,L'Oreal Paris Voluminous Mascara,24,1730.81,18.71,315,3.7,0,1,Rainy,43499.21,961,50,W2
2023-05-11,The Ordinary Niacinamide 10% + Zinc 1% Serum,34,1850.89,29.91,356,3.6,0,0,Rainy,38734.86,992,50,W2
2023-05-11,Bobbi Brown Instant Full Cover Concealer,79,2462.51,6.51,466,4.9,0,0,Sunny,48808.02,785,50,W3
2023-05-11,Lakme Absolute Skin Natural Mousse,69,3990.4,23.78,420,3.9,0,0,Sunny,27604.56,505,50,W3
2023-05-11,Revlon Colorstay Liquid Eyeliner,79,580.96,29.88,453,4.8,0,0,Sunny,31785.76,860,0,W2
2023-05-11,Maybelline Superstay Matte Ink Lipstick,79,2310.01,14.07,397,3.5,0,0,Sunny,22472.23,701,0,W1
2023-05-11,Nykaa Matte Nail Enamel,21,823.22,19.69,549,4.0,0,0,Stormy,23231.68,870,0,W1
2023-05-11,Huda Beauty Rose Gold Remastered Eyeshadow,64,1151.01,1.18,268,4.6,0,1,Sunny,46517.66,864,0,W3
2023-05-11,Clinique Moisture Surge Hydrator,11,2648.67,25.27,708,4.9,0,0,Snowy,20014.62,995,0,W2
2023-05-11,MAC Studio Fix Powder Plus Foundation,79,1290.77,10.38,447,4.9,0,0,Snowy,49435.63,526,100,W3
2023-05-12,Maybelline Superstay Matte Ink Lipstick,41,2125.77,8.85,750,4.8,0,0,Sunny,22026.86,791,50,W2
2023-05-12,L'Oreal Paris Voluminous Mascara,78,3422.29,13.24,33,4.6,1,0,Sunny,46144.6,926,200,W1
2023-05-12,Lakme Absolute Skin Natural Mousse,37,4395.16,5.17,542,4.6,0,0,Snowy,16039.2,647,50,W1
2023-05-12,Huda Beauty Rose Gold Remastered Eyeshadow,1,3470.16,29.97,461,5.0,0,0,Sunny,15005.41,845,50,W3
2023-05-12,MAC Studio Fix Powder Plus Foundation,17,3041.54,11.06,267,4.0,0,0,Rainy,8144.18,692,50,W2
2023-05-13,MAC Studio Fix Powder Plus Foundation,45,3803.66,18.51,586,3.9,1,0,Sunny,36154.49,939,0,W1
2023-05-13,Lakme Absolute Skin Natural Mousse,32,3770.14,26.18,592,4.5,0,0,Sunny,24309.97,669,200,W3
2023-05-13,L'Oreal Paris Voluminous Mascara,68,4032.79,5.9,659,4.6,0,0,Sunny,43844.02,727,0,W2
2023-05-13,Clinique Moisture Surge Hydrator,43,4872.32,28.17,703,4.7,1,0,Sunny,12597.79,746,0,W3
2023-05-13,Bobbi Brown Instant Full Cover Concealer,60,3106.86,1.63,429,4.6,0,0,Rainy,28519.52,904,50,W1
2023-05-13,The Ordinary Niacinamide 10% + Zinc 1% Serum,67,3728.5,7.8,214,5.0,0,0,Sunny,45903.22,930,0,W3
2023-05-13,Nykaa Matte Nail Enamel,47,2603.35,24.73,403,3.9,0,0,Snowy,48066.97,663,50,W1
2023-05-13,Maybelline Superstay Matte Ink Lipstick,22,938.96,20.59,532,4.4,0,0,Stormy,37091.47,816,50,W1
2023-05-13,Huda Beauty Rose Gold Remastered Eyeshadow,58,2506.57,1.18,690,4.1,0,0,Sunny,20279.48,748,100,W2
2023-05-14,Clinique Moisture Surge Hydrator,103,4326.98,14.86,33,5.0,0,0,Snowy,44102.11,569,50,W1
2023-05-14,Maybelline Superstay Matte Ink Lipstick,48,4353.8,28.09,561,3.7,0,0,Sunny,32246.22,609,0,W3
2023-05-14,MAC Studio Fix Powder Plus Foundation,48,1120.19,24.8,687,5.0,0,0,Sunny,42897.04,735,0,W1
2023-05-14,The Ordinary Niacinamide 10% + Zinc 1% Serum,52,552.59,5.63,674,4.3,0,0,Sunny,14884.05,874,0,W3
2023-05-14,L'Oreal Paris Voluminous Mascara,23,1723.31,18.51,0,3.9,1,0,Snowy,11146.98,563,0,W3
2023-05-15,Huda Beauty Rose Gold Remastered Eyeshadow,40,1389.17,3.44,834,3.9,0,0,Sunny,47029.46,963,0,W1
2023-05-15,Revlon Colorstay Liquid Eyeliner,38,2738.47,20.32,942,4.8,0,0,Snowy,10373.49,980,50,W3
2023-05-15,L'Oreal Paris Voluminous Mascara,77,1401.51,2.69,208,4.6,0,0,Sunny,18707.96,673,200,W3
2023-05-15,Lakme Absolute Skin Natural Mousse,64,2348.59,0.07,691,4.2,0,0,Sunny,40728.51,755,100,W3
2023-05-15,MAC Studio Fix Powder Plus Foundation,38,1218.22,3.66,379,4.5,1,0,Rainy,35673.17,735,200,W1
2023-05-15,Bobbi Brown Instant Full Cover Concealer,85,2927.82,6.03,679,5.0,1,1,Sunny,17736.54,852,100,W1
2023-05-15,Clinique Moisture Surge Hydrator,29,581.53,1.95,736,3.7,0,0,Sunny,26666.78,825,0,W3
2023-05-15,Nykaa Matte Nail Enamel,60,3812.75,21.45,678,4.9,0,0,Sunny,35353.73,990,50,W1
2023-05-16,Nykaa Matte Nail Enamel,44,2761.24,14.11,342,4.7,1,0,Stormy,14461.47,788,100,W3
2023-05-16,L'Oreal Paris Voluminous Mascara,59,4785.75,26.49,696,3.7,0,0,Sunny,48566.75,755,100,W2
2023-05-16,Bobbi Brown Instant Full Cover Concealer,43,3608.38,10.14,545,4.4,0,0,Snowy,21185.13,597,50,W3
2023-05-16,Clinique Moisture Surge Hydrator,25,4820.66,28.59,469,4.9,0,0,Rainy,44528.21,610,0,W3
2023-05-16,Maybelline Superstay Matte Ink Lipstick,86,1752.38,25.58,453,4.0,0,0,Sunny,28830.37,758,0,W3
2023-05-17,Bobbi Brown Instant Full Cover Concealer,50,2076.39,28.07,562,4.3,0,0,Sunny,25057.73,843,50,W2
2023-05-17,The Ordinary Niacinamide 10% + Zinc 1% Serum,42,4382.13,12.33,399,3.6,0,0,Sunny,18768.13,968,100,W3
2023-05-17,Nykaa Matte Nail Enamel,72,2646.23,17.27,465,3.6,0,1,Rainy,14548.83,537,50,W3
2023-05-17,Huda Beauty Rose Gold Remastered Eyeshadow,17,1554.18,22.29,782,3.9,0,0,Stormy,41143.79,799,0,W2
2023-05-17,Revlon Colorstay Liquid Eyeliner,64,4385.63,20.51,394,4.2,0,1,Rainy,12159.68,950,0,W3
